,delta,alpha,beta
0,0.0,0.0,0.0
1,0.0001,0.0,0.0
2,0.0002,0.0,0.0
3,0.00030000000000000003,0.0,0.0
4,0.0004,0.0,0.0
5,0.0005,0.0,0.0
6,0.0006000000000000001,0.0,0.0
7,0.0007,0.0,0.0
8,0.0008,0.0,0.0
9,0.0009000000000000001,0.0,0.0
10,0.001,0.0,0.0
11,0.0011,0.0,0.0
12,0.0012000000000000001,0.0,0.0
13,0.0013000000000000002,0.0,0.0
14,0.0014,0.0,0.0
15,0.0015,0.0,0.0
16,0.0016,0.0,0.0
17,0.0017000000000000001,0.0,0.0
18,0.0018000000000000002,0.0,0.0
19,0.0019,0.0,0.0
20,0.002,0.0,0.0
21,0.0021000000000000003,0.0,0.0
22,0.0022,0.0,0.0
23,0.0023,0.0,0.0
24,0.0024000000000000002,0.0,0.0
25,0.0025,0.0,0.0
26,0.0026000000000000003,0.0,0.0
27,0.0027,0.0,0.0
28,0.0028,0.0,0.0
29,0.0029000000000000002,0.0,0.0
30,0.003,0.0,0.0
